lead_id,first_name,last_name,email,company,lead_source,lead_status,is_mql,created_date,converted_account_id,converted_date
LEAD002109,Theo,Nakamura,theo.nakamura2109@realtyco.com,Meridian Group,Social,Working,true,2023-03-19,,
LEAD002110,Owen,Castellanos,owen.castellanos2110@outlook.com,Lakeshore & Co.,Partner,Qualified,true,2025-06-24,ACC00638,2025-08-05
LEAD002111,Rowan,Rinaldi,rowan.rinaldi2111@kw.com,Stonebridge Real Estate,Referral,New,false,2024-02-01,,
LEAD002112,Quinn,Kaplan,quinn.kaplan2112@gmail.com,Beacon Partners,,New,false,2024-12-06,,
LEAD002113,Quinn,Kaplan,quinn.kaplan2113@compass.com,Ironwood Real Estate,Webinar,Qualified,false,2024-06-11,,
LEAD002114,Noel,Vasquez,noel.vasquez2114@kw.com,Cornerstone Realty,,Disqualified,false,2024-03-19,,
LEAD002115,Avery,Thornton,avery.thornton2115@kw.com,Cornerstone Realty,Paid Search,New,false,2024-01-07,,
LEAD002116,Grant,Thornton,grant.thornton2116@outlook.com,Harbor Properties,Social,Qualified,true,2023-04-16,ACC00480,2023-06-12
LEAD002117,Skyler,Ahmed,skyler.ahmed2117@outlook.com,Foxglove & Co.,Conference,New,false,2023-06-25,,
LEAD002118,Julian,Thornton,julian.thornton2118@kw.com,Ridgeline Properties,Paid Search,Qualified,true,2026-05-27,ACC00494,2026-06-02
LEAD002119,Naomi,Halvorsen,naomi.halvorsen2119@realtyco.com,Lakeshore Properties,Referral,Nurturing,true,2023-06-24,,
LEAD002120,Naomi,Vasquez,naomi.vasquez2120@outlook.com,Harbor Group,Partner,New,false,2026-03-13,,
LEAD002121,Theo,Bautista,theo.bautista2121@compass.com,Summit Properties,Cold Outreach,Working,true,2025-08-09,,
LEAD002122,Avery,Kearney,avery.kearney2122@realtyco.com,Harbor Partners,Paid Search,Disqualified,false,2025-12-12,,
LEAD002123,Priya,Whitfield,priya.whitfield2123@gmail.com,Summit Partners,Conference,Working,true,2023-12-13,,
LEAD002124,Sasha,Osei,sasha.osei2124@compass.com,Lakeshore Realty,Cold Outreach,Qualified,true,2025-10-07,ACC00312,2025-11-22
LEAD002125,Bianca,Moreau,bianca.moreau2125@kw.com,Ridgeline Properties,,Nurturing,true,2024-09-13,,
LEAD002126,Theo,Lindqvist,theo.lindqvist2126@gmail.com,Cypress Realty,Referral,Disqualified,false,2025-03-16,,
LEAD002127,Marcus,Castellanos,marcus.castellanos2127@compass.com,Blackwood & Co.,Conference,Disqualified,false,2023-03-22,,
LEAD002128,Priya,Okonkwo,priya.okonkwo2128@kw.com,Blackwood & Co.,Partner,Nurturing,true,2024-06-14,,
LEAD002129,Marcus,Delgado,marcus.delgado2129@kw.com,Beacon Group,Conference,Qualified,false,2026-03-21,,
LEAD002130,Julian,Kearney,julian.kearney2130@realtyco.com,Cypress Group,Partner,Qualified,true,2026-02-20,,
LEAD002131,Theo,Kaplan,theo.kaplan2131@outlook.com,Ironwood Group,Paid Search,Working,false,2023-06-26,,
LEAD002132,Owen,Rinaldi,owen.rinaldi2132@outlook.com,Beacon Partners,Social,Disqualified,false,2024-04-28,,
LEAD002133,Jordan,Kaplan,jordan.kaplan2133@realtyco.com,Lakeshore & Co.,Conference,Qualified,false,2023-11-24,ACC00124,2024-01-13
LEAD002134,Owen,Castellanos,owen.castellanos2134@gmail.com,Blackwood Partners,Webinar,Working,true,2024-06-13,,
LEAD002135,Jordan,Halvorsen,jordan.halvorsen2135@compass.com,Beacon Group,Webinar,New,false,2026-04-21,,
LEAD002136,Noel,Nakamura,noel.nakamura2136@outlook.com,Foxglove & Co.,Referral,Qualified,true,2025-06-03,,
LEAD002137,Skyler,Vasquez,skyler.vasquez2137@outlook.com,Harbor Properties,Organic Search,Nurturing,false,2025-10-13,,
LEAD002138,Avery,Whitfield,avery.whitfield2138@compass.com,Lakeshore Real Estate,Cold Outreach,Nurturing,true,2026-02-05,,
LEAD002139,Rowan,Castellanos,rowan.castellanos2139@compass.com,Cypress & Co.,Referral,New,false,2024-09-16,,
LEAD002140,Avery,Vasquez,avery.vasquez2140@outlook.com,Summit Properties,Webinar,Nurturing,false,2025-10-02,,
LEAD002141,Elena,Kaplan,elena.kaplan2141@compass.com,Cypress Group,Partner,New,false,2024-05-18,,
LEAD002142,Tessa,Kearney,tessa.kearney2142@gmail.com,Stonebridge Partners,Social,Qualified,false,2024-06-30,,
LEAD002143,Tessa,Okonkwo,tessa.okonkwo2143@realtyco.com,Cornerstone Properties,Social,Working,false,2023-02-20,,
LEAD002144,Jordan,Okonkwo,jordan.okonkwo2144@realtyco.com,Cornerstone Partners,Organic Search,Disqualified,false,2024-07-22,,
LEAD002145,Sasha,Rinaldi,sasha.rinaldi2145@kw.com,Ironwood Properties,Partner,Disqualified,false,2023-06-18,,
LEAD002146,Riley,Thornton,riley.thornton2146@realtyco.com,Lakeshore Real Estate,Social,Qualified,true,2025-09-05,,
LEAD002147,Morgan,Bautista,morgan.bautista2147@outlook.com,Beacon Real Estate,Conference,Qualified,true,2023-11-02,ACC00797,2023-11-22
LEAD002148,Rowan,Kaplan,rowan.kaplan2148@outlook.com,Ironwood Properties,Organic Search,Nurturing,false,2024-05-28,,
LEAD002149,Grant,Nakamura,grant.nakamura2149@compass.com,Cypress Properties,Referral,Nurturing,true,2023-06-18,,
LEAD002150,Bianca,Whitfield,bianca.whitfield2150@outlook.com,Foxglove & Co.,Social,New,false,2023-01-30,,
LEAD002151,Avery,Lindqvist,avery.lindqvist2151@kw.com,Beacon Realty,Conference,Working,true,2024-07-13,,
LEAD002152,Grant,Ahmed,grant.ahmed2152@gmail.com,Blackwood Group,Social,Working,true,2023-08-15,,
LEAD002153,Bianca,Bergstrom,bianca.bergstrom2153@kw.com,Beacon & Co.,Organic Search,Qualified,false,2026-03-27,ACC00560,2026-04-27
LEAD002154,Noel,Thornton,noel.thornton2154@gmail.com,Cypress Group,Partner,Qualified,true,2025-08-28,ACC00470,2025-09-25
LEAD002155,Owen,Vasquez,owen.vasquez2155@outlook.com,Harbor Partners,Partner,Disqualified,false,2023-10-14,,
LEAD002156,Devin,Okonkwo,devin.okonkwo2156@compass.com,Beacon Properties,Social,Nurturing,true,2024-08-11,,
LEAD002157,Marcus,Ahmed,marcus.ahmed2157@compass.com,Lakeshore & Co.,,New,false,2023-10-18,,
LEAD002158,Jordan,Osei,jordan.osei2158@kw.com,Foxglove Group,Referral,Qualified,true,2026-05-28,ACC00545,2026-07-03
LEAD002159,Noel,Halvorsen,noel.halvorsen2159@outlook.com,Meridian Realty,Conference,Disqualified,false,2023-10-14,,
LEAD002160,Rowan,Nakamura,rowan.nakamura2160@compass.com,Stonebridge Properties,Conference,New,false,2023-06-29,,
LEAD002161,Bianca,Bergstrom,bianca.bergstrom2161@gmail.com,Ironwood Group,paid search,Qualified,true,2024-05-10,ACC00467,2024-06-24
LEAD002162,Sasha,Vasquez,sasha.vasquez2162@realtyco.com,Lakeshore Properties,Social,New,false,2024-12-03,,
LEAD002163,Bianca,Petrova,bianca.petrova2163@compass.com,Beacon Group,,New,false,2023-08-02,,
LEAD002164,Devin,Rinaldi,devin.rinaldi2164@compass.com,Cypress Properties,Webinar,Disqualified,false,2025-12-07,,
LEAD002165,Naomi,Bautista,naomi.bautista2165@kw.com,Meridian Partners,Organic Search,Disqualified,false,2025-07-23,,
LEAD002166,Rowan,Delgado,rowan.delgado2166@gmail.com,Beacon & Co.,Cold Outreach,Qualified,true,2026-01-16,ACC00850,2026-02-04
LEAD002167,Casey,Vasquez,casey.vasquez2167@kw.com,Ridgeline Group,Paid Search,Qualified,false,2025-03-03,,
LEAD002168,Theo,Lindqvist,theo.lindqvist2168@outlook.com,Ironwood & Co.,Partner,New,false,2025-08-21,,
LEAD002169,Sasha,Lindqvist,sasha.lindqvist2169@gmail.com,Beacon Real Estate,Partner,Working,true,2023-10-09,,
LEAD002170,Tessa,Halvorsen,tessa.halvorsen2170@kw.com,Harbor Real Estate,Paid Search,New,false,2026-03-02,,
LEAD002171,Jordan,Vasquez,jordan.vasquez2171@gmail.com,Ridgeline Realty,Paid Search,Working,false,2023-09-18,,
LEAD002172,Devin,Kaplan,devin.kaplan2172@realtyco.com,Stonebridge Group,Paid Search,Qualified,true,2026-03-17,ACC00202,2026-05-11
LEAD002173,Quinn,Castellanos,quinn.castellanos2173@outlook.com,Meridian Properties,Organic Search,New,false,2023-03-15,,
LEAD002174,Grant,Thornton,grant.thornton2174@realtyco.com,Cornerstone & Co.,Referral,Working,true,2023-03-16,,
LEAD002175,Elena,Whitfield,elena.whitfield2175@compass.com,Cypress Group,Paid Search,Disqualified,false,2024-04-26,,
LEAD002176,Riley,Ahmed,riley.ahmed2176@realtyco.com,Summit Partners,Paid Search,Working,true,2023-11-23,,
LEAD002177,Avery,Delgado,avery.delgado2177@compass.com,Beacon Realty,Referral,Qualified,true,2024-05-20,,
LEAD002178,Elena,Whitfield,elena.whitfield2178@gmail.com,Beacon Partners,Webinar,Disqualified,false,2024-09-11,,
LEAD002179,Morgan,Kearney,morgan.kearney2179@kw.com,Beacon & Co.,Webinar,Qualified,true,2023-12-23,ACC00030,2024-01-03
LEAD002180,Camille,Osei,camille.osei2180@kw.com,Ridgeline Partners,Cold Outreach,Working,true,2024-12-27,,
LEAD002181,Rowan,Vasquez,rowan.vasquez2181@kw.com,Harbor Properties,Conference,New,false,2024-10-18,,
LEAD002182,Noel,Osei,noel.osei2182@compass.com,Stonebridge Properties,Organic Search,Nurturing,true,2025-05-26,,
LEAD002183,Quinn,Rinaldi,quinn.rinaldi2183@gmail.com,Cornerstone Group,Referral,Disqualified,false,2023-04-15,,
LEAD002184,Rowan,Bergstrom,rowan.bergstrom2184@realtyco.com,Cypress Properties,Paid Search,Qualified,false,2026-03-12,ACC00685,2026-04-23
LEAD002185,Julian,Halvorsen,julian.halvorsen2185@compass.com,Meridian Realty,Webinar,Qualified,true,2024-01-22,ACC00257,2024-02-02
LEAD002186,Morgan,Moreau,morgan.moreau2186@realtyco.com,Lakeshore Partners,Social,Working,false,2023-10-31,,
LEAD002187,Riley,Lindqvist,riley.lindqvist2187@gmail.com,Stonebridge Partners,organic search,Disqualified,false,2024-01-06,,
LEAD002188,Naomi,Vasquez,naomi.vasquez2188@outlook.com,Ironwood Group,,Qualified,false,2026-05-09,,
LEAD002189,Noel,Ahmed,noel.ahmed2189@compass.com,Ironwood Real Estate,Conference,New,false,2024-08-17,,
LEAD002190,Riley,Ahmed,riley.ahmed2190@outlook.com,Ridgeline Partners,Referral,Qualified,true,2023-10-29,ACC00636,2023-11-30
LEAD002191,Owen,Bergstrom,owen.bergstrom2191@realtyco.com,Foxglove Partners, Referral,Disqualified,false,2024-10-15,,
LEAD002192,Morgan,Okonkwo,morgan.okonkwo2192@gmail.com,Meridian Realty,Webinar,Qualified,false,2026-05-17,ACC00602,2026-05-20
LEAD002193,Grant,Osei,grant.osei2193@kw.com,Beacon Group,Referral,Working,true,2024-03-09,,
LEAD002194,Devin,Kearney,devin.kearney2194@kw.com,Foxglove Realty,Organic Search,Working,true,2025-04-26,,
LEAD002195,Elena,Osei,elena.osei2195@kw.com,Lakeshore & Co.,Webinar,Working,false,2024-03-19,,
LEAD002196,Grant,Osei,grant.osei2196@kw.com,Stonebridge Properties,Conference,Qualified,true,2025-12-18,ACC00263,2026-02-06
LEAD002197,Julian,Vasquez,julian.vasquez2197@gmail.com,Cypress Group,Webinar,Disqualified,false,2025-10-10,,
LEAD002198,Morgan,Halvorsen,morgan.halvorsen2198@kw.com,Lakeshore Partners,Partner,Qualified,true,2025-03-21,ACC00140,2025-04-30
LEAD002199,Naomi,Bergstrom,naomi.bergstrom2199@compass.com,Ironwood & Co.,Social,New,false,2024-03-24,,
LEAD002200,Elena,Bautista,elena.bautista2200@outlook.com,Lakeshore Realty,Referral,New,false,2024-06-08,,
LEAD002201,Felix,Ahmed,felix.ahmed2201@realtyco.com,Stonebridge Properties,Cold Outreach,Nurturing,true,2024-11-24,,
LEAD002202,Casey,Bergstrom,casey.bergstrom2202@realtyco.com,Ridgeline Partners,Partner,Working,true,2025-09-19,,
LEAD002203,Jordan,Nakamura,jordan.nakamura2203@outlook.com,Meridian Real Estate,Paid Search,Nurturing,true,2025-08-24,,
LEAD002204,Avery,Delgado,avery.delgado2204@outlook.com,Ridgeline Real Estate,Referral,New,false,2025-01-10,,
LEAD002205,Naomi,Thornton,naomi.thornton2205@realtyco.com,Meridian Partners,Organic Search,Disqualified,false,2023-03-09,,
LEAD002206,Casey,Kearney,casey.kearney2206@outlook.com,Meridian Realty,Paid Search,Qualified,false,2024-06-17,ACC00819,2024-07-11
LEAD002207,Julian,Kearney,julian.kearney2207@compass.com,Summit Realty,Conference,Working,false,2024-03-11,,
LEAD002208,Julian,Bautista,julian.bautista2208@kw.com,Ironwood Real Estate,Conference,Working,true,2023-11-16,,
LEAD002209,Sasha,Bergstrom,sasha.bergstrom2209@compass.com,Ironwood Real Estate,Paid Search,Working,true,2025-06-02,,
LEAD002210,Grant,Thornton,grant.thornton2210@kw.com,Ridgeline Real Estate,Cold Outreach,New,false,2023-02-03,,
LEAD002211,Camille,Nakamura,camille.nakamura2211@outlook.com,Lakeshore Partners,Partner,Qualified,false,2025-02-11,ACC00088,2025-04-04
LEAD002212,Quinn,Halvorsen,quinn.halvorsen2212@compass.com,Stonebridge Real Estate,Conference,Disqualified,false,2024-05-16,,
LEAD002213,Maya,Nakamura,maya.nakamura2213@outlook.com,Blackwood & Co.,Paid Search,New,false,2025-08-27,,
LEAD002214,Elena,Osei,elena.osei2214@realtyco.com,Meridian & Co.,Partner,Working,false,2025-05-02,,
LEAD002215,Riley,Kearney,riley.kearney2215@compass.com,Cypress Partners,Partner,Working,false,2023-04-09,,
LEAD002216,Felix,Bautista,felix.bautista2216@outlook.com,Blackwood Group,Social,Nurturing,true,2025-12-04,,
LEAD002217,Elena,Whitfield,elena.whitfield2217@compass.com,Stonebridge Group,Cold Outreach,Disqualified,false,2024-05-18,,
LEAD002218,Tessa,Kaplan,tessa.kaplan2218@outlook.com,Stonebridge & Co.,Conference,Qualified,true,2024-04-15,,
LEAD002219,Morgan,Kearney,morgan.kearney2219@kw.com,Ironwood Real Estate,Paid Search,New,false,2024-05-22,,
LEAD002220,Riley,Castellanos,riley.castellanos2220@outlook.com,Foxglove Real Estate,Social,Nurturing,true,2024-02-21,,
LEAD002221,Avery,Kaplan,avery.kaplan2221@compass.com,Lakeshore Properties, Referral,New,false,2023-11-20,,
LEAD002222,Avery,Whitfield,avery.whitfield2222@outlook.com,Harbor Properties,Webinar,Working,true,2023-11-10,,
LEAD002223,Noel,Delgado,noel.delgado2223@outlook.com,Harbor Properties,Conference,Nurturing,true,2023-05-17,,
LEAD002224,Quinn,Bergstrom,quinn.bergstrom2224@gmail.com,Ridgeline Real Estate,Partner,New,false,2023-09-08,,
LEAD002225,Devin,Whitfield,devin.whitfield2225@gmail.com,Summit & Co.,Organic Search,Qualified,true,2024-05-16,ACC00167,2024-06-24
LEAD002226,Morgan,Kaplan,morgan.kaplan2226@outlook.com,Blackwood Group,Partner,Qualified,true,2025-08-06,,
LEAD002227,Elena,Delgado,elena.delgado2227@realtyco.com,Blackwood & Co.,Social,Disqualified,false,2025-11-11,,
LEAD002228,Camille,Lindqvist,camille.lindqvist2228@compass.com,Beacon Realty,Organic Search,New,false,2025-06-10,,
LEAD002229,Casey,Halvorsen,casey.halvorsen2229@compass.com,Cornerstone & Co.,Referral,New,false,2023-10-16,,
LEAD002230,Felix,Bautista,felix.bautista2230@outlook.com,Ridgeline Realty,Webinar,Qualified,true,2023-01-20,ACC00005,2023-02-03
LEAD002231,Grant,Whitfield,grant.whitfield2231@gmail.com,Cypress Properties,Cold Outreach,Qualified,true,2023-02-21,ACC00681,2023-03-12
LEAD002232,Felix,Thornton,felix.thornton2232@gmail.com,Ridgeline Realty,Social,Working,true,2024-01-18,,
LEAD002233,Morgan,Osei,morgan.osei2233@outlook.com,Ridgeline Partners,Cold Outreach,New,false,2025-08-15,,
LEAD002234,Camille,Whitfield,camille.whitfield2234@kw.com,Beacon & Co.,Organic Search,New,false,2023-07-27,,
LEAD002235,Sasha,Osei,sasha.osei2235@realtyco.com,Ridgeline Partners,paid search,Nurturing,true,2023-10-05,,
LEAD002236,Avery,Nakamura,avery.nakamura2236@realtyco.com,Cornerstone & Co.,Paid Search,Nurturing,false,2023-12-17,,
LEAD002237,Marcus,Whitfield,marcus.whitfield2237@gmail.com,Summit & Co.,,Nurturing,true,2025-01-09,,
LEAD002238,Julian,Vasquez,julian.vasquez2238@realtyco.com,Ironwood Partners,Paid Search,New,false,2024-10-16,,
LEAD002239,Julian,Okonkwo,julian.okonkwo2239@compass.com,Beacon Realty,Social,Working,false,2024-04-21,,
LEAD002240,Sasha,Bergstrom,sasha.bergstrom2240@realtyco.com,Cypress Properties,Social,Qualified,true,2023-02-18,,
LEAD002241,Maya,Whitfield,maya.whitfield2241@kw.com,Foxglove Real Estate,Social,Working,false,2023-06-22,,
LEAD002242,Rowan,Castellanos,rowan.castellanos2242@realtyco.com,Harbor Realty,referral,New,false,2026-01-28,,
LEAD002243,Quinn,Kaplan,quinn.kaplan2243@kw.com,Cypress Realty,,Disqualified,false,2024-01-31,,
LEAD002244,Riley,Okonkwo,riley.okonkwo2244@kw.com,Foxglove & Co.,Paid Search ,New,false,2025-01-15,,
LEAD002245,Elena,Halvorsen,elena.halvorsen2245@realtyco.com,Beacon Real Estate,Organic Search,Working,true,2023-06-09,,
LEAD002246,Owen,Kearney,owen.kearney2246@realtyco.com,Summit Partners,Webinar,New,false,2025-04-10,,
LEAD002247,Felix,Whitfield,felix.whitfield2247@outlook.com,Cypress & Co.,Conference,New,false,2024-09-22,,
LEAD002248,Owen,Moreau,owen.moreau2248@kw.com,Stonebridge Partners,Paid Search ,Qualified,true,2026-03-28,ACC00653,2026-04-26
LEAD002249,Tessa,Kaplan,tessa.kaplan2249@gmail.com,Harbor Partners,Cold Outreach,Nurturing,true,2026-04-11,,
LEAD002250,Casey,Moreau,casey.moreau2250@kw.com,Beacon Realty,Partner,New,false,2025-07-10,,
LEAD002251,Casey,Castellanos,casey.castellanos2251@realtyco.com,Beacon Real Estate,Paid Search,Disqualified,false,2024-02-26,,
LEAD002252,Quinn,Rinaldi,quinn.rinaldi2252@compass.com,Lakeshore & Co.,Referral,New,false,2025-07-31,,
LEAD002253,Bianca,Nakamura,bianca.nakamura2253@outlook.com,Lakeshore & Co.,Conference,Nurturing,true,2025-12-25,,
LEAD002254,Quinn,Rinaldi,quinn.rinaldi2254@gmail.com,Ridgeline & Co.,Webinar,Qualified,false,2023-12-18,ACC00874,2024-02-16
LEAD002255,Avery,Bergstrom,avery.bergstrom2255@compass.com,Cypress Group,Partner,New,false,2026-03-24,,
LEAD002256,Noel,Lindqvist,noel.lindqvist2256@outlook.com,Lakeshore & Co.,Conference,Qualified,false,2025-12-29,ACC00452,2026-02-05
LEAD002257,Grant,Thornton,grant.thornton2257@compass.com,Ironwood & Co.,Webinar,Nurturing,true,2023-09-26,,
LEAD002258,Quinn,Castellanos,quinn.castellanos2258@outlook.com,Cornerstone Group,Webinar,Disqualified,false,2025-08-27,,
LEAD002259,Avery,Petrova,avery.petrova2259@realtyco.com,Summit Realty,Paid Search,New,false,2023-11-20,,
LEAD002260,Elena,Castellanos,elena.castellanos2260@realtyco.com,Ridgeline Partners,Cold Outreach,New,false,2023-07-08,,
LEAD002261,Skyler,Petrova,skyler.petrova2261@realtyco.com,Beacon Realty,Partner,New,false,2023-12-17,,
LEAD002262,Marcus,Ahmed,marcus.ahmed2262@realtyco.com,Cornerstone Group,Cold Outreach,Qualified,false,2024-06-29,,
LEAD002263,Casey,Kaplan,casey.kaplan2263@realtyco.com,Meridian Group,Organic Search,Nurturing,true,2023-06-08,,
LEAD002264,Marcus,Nakamura,marcus.nakamura2264@compass.com,Harbor Group,Conference,Qualified,true,2023-06-15,ACC00079,2023-07-03
LEAD002265,Theo,Moreau,theo.moreau2265@compass.com,Ridgeline Group,Partner,Nurturing,false,2023-09-09,,
LEAD002266,Marcus,Nakamura,marcus.nakamura2266@outlook.com,Lakeshore Properties,Social,Working,false,2026-04-16,,
LEAD002267,Theo,Bautista,theo.bautista2267@gmail.com,Lakeshore Properties,Cold Outreach,Nurturing,false,2025-10-12,,
LEAD002268,Jordan,Rinaldi,jordan.rinaldi2268@outlook.com,Blackwood Partners,Organic Search,Qualified,false,2024-10-09,,
LEAD002269,Quinn,Bergstrom,quinn.bergstrom2269@realtyco.com,Stonebridge Properties,Cold Outreach,Qualified,false,2023-04-10,ACC00674,2023-04-29
LEAD002270,Avery,Bautista,avery.bautista2270@outlook.com,Stonebridge Partners,Referral,Disqualified,false,2023-07-07,,
LEAD002271,Sasha,Petrova,sasha.petrova2271@gmail.com,Blackwood & Co.,Conference,New,false,2023-12-11,,
LEAD002272,Tessa,Whitfield,tessa.whitfield2272@gmail.com,Stonebridge Realty,Partner,Nurturing,true,2025-05-21,,
LEAD002273,Theo,Osei,theo.osei2273@outlook.com,Harbor Real Estate,Social,Nurturing,false,2024-05-11,,
LEAD002274,Theo,Okonkwo,theo.okonkwo2274@realtyco.com,Beacon Realty,,New,false,2025-03-01,,
LEAD002275,Devin,Whitfield,devin.whitfield2275@outlook.com,Harbor Partners,Organic Search,New,false,2023-07-29,,
LEAD002276,Jordan,Whitfield,jordan.whitfield2276@compass.com,Cypress Partners,Paid Search,New,false,2024-06-04,,
LEAD002277,Owen,Bergstrom,owen.bergstrom2277@realtyco.com,Stonebridge & Co.,organic search,Disqualified,false,2023-10-01,,
LEAD002278,Theo,Kearney,theo.kearney2278@kw.com,Meridian Real Estate,Referral,Nurturing,false,2024-08-27,,
LEAD002279,Julian,Bautista,julian.bautista2279@gmail.com,Blackwood Realty,,New,false,2024-06-19,,
LEAD002280,Elena,Ahmed,elena.ahmed2280@outlook.com,Cornerstone & Co.,Conference,Qualified,false,2023-10-07,ACC00652,2023-11-10
LEAD002281,Tessa,Kaplan,tessa.kaplan2281@compass.com,Stonebridge Real Estate,Cold Outreach,Qualified,true,2024-12-25,,
LEAD002282,Priya,Halvorsen,priya.halvorsen2282@compass.com,Cypress Properties,Webinar,Disqualified,false,2025-06-13,,
LEAD002283,Bianca,Bergstrom,bianca.bergstrom2283@kw.com,Foxglove Real Estate,Cold Outreach,Nurturing,true,2023-02-28,,
LEAD002284,Skyler,Petrova,skyler.petrova2284@gmail.com,Summit Group,,Working,true,2025-06-27,,
LEAD002285,Theo,Ahmed,theo.ahmed2285@outlook.com,Lakeshore Partners,Organic Search,Qualified,false,2026-01-01,ACC00189,2026-01-07
LEAD002286,Casey,Bautista,casey.bautista2286@kw.com,Stonebridge Realty,Partner,Disqualified,false,2024-12-29,,
LEAD002287,Theo,Osei,theo.osei2287@kw.com,Summit Partners,Cold Outreach,Nurturing,true,2024-03-09,,
LEAD002288,Riley,Nakamura,riley.nakamura2288@outlook.com,Ironwood Group,Paid Search,Working,false,2023-06-28,,
LEAD002289,Marcus,Moreau,marcus.moreau2289@compass.com,Blackwood Realty,Paid Search,Working,true,2025-12-14,,
LEAD002290,Theo,Bergstrom,theo.bergstrom2290@realtyco.com,Foxglove Properties,Partner,Working,true,2024-10-20,,
LEAD002291,Julian,Vasquez,julian.vasquez2291@realtyco.com,Lakeshore Partners,Social,Working,false,2023-03-19,,
LEAD002292,Camille,Ahmed,camille.ahmed2292@outlook.com,Lakeshore & Co.,Cold Outreach,Qualified,true,2026-02-21,ACC00578,2026-03-06
LEAD002293,Marcus,Osei,marcus.osei2293@outlook.com,Ridgeline Partners,Paid Search,Working,true,2025-07-26,,
LEAD002294,Naomi,Nakamura,naomi.nakamura2294@compass.com,Ironwood Partners,Partner,New,false,2024-07-14,,
LEAD002295,Elena,Okonkwo,elena.okonkwo2295@gmail.com,Beacon Realty,Paid Search,Working,true,2023-10-19,,
LEAD002296,Elena,Kaplan,elena.kaplan2296@realtyco.com,Beacon Group,Organic Search,Working,true,2024-12-02,,
LEAD002297,Maya,Kearney,maya.kearney2297@kw.com,Ironwood & Co.,Organic Search,Disqualified,false,2024-11-28,,
LEAD002298,Rowan,Vasquez,rowan.vasquez2298@kw.com,Stonebridge Properties,Conference,Working,true,2023-11-26,,
LEAD002299,Jordan,Bautista,jordan.bautista2299@kw.com,Harbor Realty,,Qualified,true,2024-12-26,ACC00508,2025-02-23
LEAD002300,Camille,Bautista,camille.bautista2300@kw.com,Lakeshore Real Estate,Webinar,Nurturing,false,2025-10-12,,
LEAD002301,Skyler,Delgado,skyler.delgado2301@kw.com,Harbor Partners,Paid Search,Nurturing,true,2025-11-05,,
LEAD002302,Rowan,Delgado,rowan.delgado2302@compass.com,Foxglove Group,Paid Search,Working,true,2024-04-18,,
LEAD002303,Naomi,Osei,naomi.osei2303@gmail.com,Cornerstone Partners,Referral,Disqualified,false,2023-04-22,,
LEAD002304,Sasha,Kearney,sasha.kearney2304@kw.com,Stonebridge & Co.,referral,Disqualified,false,2023-04-09,,
LEAD002305,Tessa,Halvorsen,tessa.halvorsen2305@kw.com,Blackwood Group,Social,Qualified,true,2025-07-26,ACC00548,2025-08-27
LEAD002306,Priya,Okonkwo,priya.okonkwo2306@compass.com,Lakeshore & Co.,Conference,Nurturing,true,2024-03-02,,
LEAD002307,Devin,Moreau,devin.moreau2307@realtyco.com,Cornerstone Properties,Paid Search,Nurturing,false,2023-08-09,,
LEAD002308,Sasha,Castellanos,sasha.castellanos2308@gmail.com,Cornerstone Group,Webinar,Disqualified,false,2024-01-29,,
LEAD002309,Grant,Kaplan,grant.kaplan2309@kw.com,Blackwood Realty,Cold Outreach,Qualified,true,2024-09-29,ACC00540,2024-10-11
LEAD002310,Tessa,Whitfield,tessa.whitfield2310@gmail.com,Stonebridge Group,Social,New,false,2025-02-28,,
LEAD002311,Marcus,Bautista,marcus.bautista2311@kw.com,Blackwood Real Estate,Partner,Disqualified,false,2025-09-04,,
LEAD002312,Rowan,Ahmed,rowan.ahmed2312@gmail.com,Ridgeline Real Estate,Social,Qualified,true,2023-10-06,ACC00064,2023-10-24
LEAD002313,Tessa,Vasquez,tessa.vasquez2313@realtyco.com,Cypress Real Estate,Referral,New,false,2025-09-05,,
LEAD002314,Skyler,Rinaldi,skyler.rinaldi2314@compass.com,Cypress Real Estate,Organic Search,Nurturing,false,2025-08-04,,
LEAD002315,Bianca,Lindqvist,bianca.lindqvist2315@realtyco.com,Meridian Real Estate,Cold Outreach,Working,true,2026-05-20,,
LEAD002316,Maya,Ahmed,maya.ahmed2316@realtyco.com,Ironwood Group,Partner,Working,false,2024-10-04,,
LEAD002317,Casey,Bergstrom,casey.bergstrom2317@realtyco.com,Ridgeline Group,,New,false,2026-04-11,,
LEAD002318,Casey,Bautista,casey.bautista2318@kw.com,Summit Realty,Social,Working,true,2025-02-08,,
LEAD002319,Camille,Halvorsen,camille.halvorsen2319@realtyco.com,Ironwood Partners,Cold Outreach,New,false,2026-05-11,,
LEAD002320,Jordan,Bergstrom,jordan.bergstrom2320@outlook.com,Cypress & Co.,Social,Qualified,true,2025-05-17,ACC00625,2025-05-22
LEAD002321,Maya,Lindqvist,maya.lindqvist2321@kw.com,Cornerstone Group,Social,Qualified,false,2023-06-07,,
LEAD002322,Tessa,Okonkwo,tessa.okonkwo2322@kw.com,Meridian Real Estate,Organic Search,Working,true,2024-05-23,,
LEAD002323,Grant,Kaplan,grant.kaplan2323@outlook.com,Beacon Group,Conference,Working,true,2025-02-28,,
LEAD002324,Quinn,Bautista,quinn.bautista2324@compass.com,Lakeshore Realty,Referral,Nurturing,false,2024-02-17,,
